id,text_lower,label,matched_word,mod_text,text_final
1572907177525788673,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n175,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove,lots of the iranian accounts(start with +98) do not work properly even from abroad. lots of the posts related to the current protests in iran are removed on shame on you opiran مهسا امینی 175,lot iranian account start work properly even abroad lot post relate current protest iran remove shame opiran مهسا امینی
1572901123165413376,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n83,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove,lots of the iranian accounts(start with +98) do not work properly even from abroad. lots of the posts related to the current protests in iran are removed on shame on you opiran مهسا امینی 83,lot iranian account start work properly even abroad lot post relate current protest iran remove shame opiran مهسا امینی
1608526054737543168,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #iranrevolution",1,twitter has block,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. iranrevolution",despite difficult condition iran ukraine twitter block prefix two country make unable access many feature available twitter let people every country speak without put obstacle way iranrevolution
1571470399661277184,ihg hack: 'vindictive' couple deleted hotel chain data for fun\n\n#databreach #cybersecurity #cybercrime #privacy #cyberattack #datasecurity #malware #hack #ihg #data #ai #hotel #fun #couple #chain  #shoebhakim #breach #sqlattack : lawhak ai https://t.co/ltkdrrfuos,0,delete,ihg hack 'vindictive' couple deleted hotel chain data for fun databreach cybersecurity cybercrime privacy cyberattack datasecurity malware hack ihg data ai hotel fun couple chain shoebhakim breach sqlattack lawhak ai https//t.co/ltkdrrfuos,ihg hack couple delete hotel chain data fun databreach cybersecurity cybercrime privacy cyberattack datasecurity malware hack ihg data ai hotel fun couple chain shoebhakim breach sqlattack lawhak ai
1608522690071261184,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way #iranrevolution",1,twitter has block,"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way iranrevolution",despite difficult condition iran ukraine twitter block prefix two country make unable access many feature available twitter let people every country speak without put obstacle way iranrevolution
1611019888117649411,"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution",0,blocks the data disruption is at its highest and mobile internet has been cut off for many user,"iranians are being silenced again. according to the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. iranrevolution",iranian silence accord data disruption high mobile internet cut many user islamic regime want think protest govt atrocity false notion iranrevolution
1595104154686717952,to #hack or recover your account dm now\n#algorithms #wearables #health #datascience #python #cloud #ai #flutter #serverless #gmail #snapchat  #blockchain #bigdata #rstats #100daysofcode #iot #startup #data #analytics #automation #digitalhealth #instagram  #cybersecurity #robotic https://t.co/bqdvyoaebs,1,account dm now\n#algorithms #wearables #health #datascience #python #cloud #ai #flutter #serverless #gmail #snapchat  #block,to hack or recover your account dm now algorithms wearables health datascience python cloud ai flutter serverless gmail snapchat blockchain bigdata rstats 100daysofcode iot startup data analytics automation digitalhealth instagram cybersecurity robotic https//t.co/bqdvyoaebs,hack recover account dm algorithms wearable health datascience python cloud ai flutter serverless gmail snapchat blockchain bigdata rstats iot startup data analytics automation digitalhealth instagram cybersecurity robotic
1591145831792508928,"dear @elonmusk during you don't pay attention to the voice of protestors in iran... we are in danger of the death by our activity in twitter, and a lot of fake accounts such as the tagged picture are supporting @khamenei_ir's activity in twitter! ban it\n#mahsaamini\nاشتراک لازم.. https://t.co/o64futlncp",1,"twitter, and a lot of fake accounts such as the tagged picture are supporting @khamenei_ir's activity in twitter! ban ","dear during you don't pay attention to the voice of protestors in iran... we are in danger of the death by our activity in twitter, and a lot of fake accounts such as the tagged picture are supporting ir's activity in twitter! ban it mahsaamini اشتراک لازم.. https//t.co/o64futlncp",dear pay attention voice protestors iran danger death activity twitter lot fake account tagged picture support ir activity twitter ban mahsaamini اشتراک لازم
1590054633028059137,"dear @twitter and @elonmusk, you have suspended two of the most useful and best twitter accounts in iran, which play a major role in the iranian revolution. this is wrong and please fix the account of these two people:\n@jupiter_rad_2 \n@iam_papillonnnn\n\n#مهسا_امینی\n#mahsaamini",1,"twitter and @elonmusk, you have suspend","dear and , you have suspended two of the most useful and best twitter accounts in iran, which play a major role in the iranian revolution. this is wrong and please fix the account of these two people rad 2 papillonnnn مهسا امینی mahsaamini",dear suspend two useful best twitter account iran play major role iranian revolution wrong please fix account two people rad papillonnnn مهسا امینی mahsaamini
1582776418571673609,"“i have never asked anyone to retweet a tweet, but this thread is very important to me.\nin the image below we see a member of the ministry of intelligence and head interrogator of @hosseinronaghi. the person who had decided to physically remove hossein/1”\n\n#mahsaamini https://t.co/d2ytu1vhid",1,"tweet a tweet, but this thread is very important to me.\nin the image below we see a member of the ministry of intelligence and head interrogator of @hosseinronaghi. the person who had decided to physically remove","“i have never asked anyone to retweet a tweet, but this thread is very important to me. in the image below we see a member of the ministry of intelligence and head interrogator of . the person who had decided to physically remove hossein/1” mahsaamini https//t.co/d2ytu1vhid",never ask anyone retweet tweet thread important image see member ministry intelligence head interrogator person decide physically remove mahsaamini
1581189825444839424,check out user1084084951996's video! #tiktok  #mahsaamini #mahsa_amini #iranprotests #iranianwomenlivesmatter #iranianlivesmatter #vpn #iranrevolution22 #remembertheirnames #dontbeafraid #womenlifefreedom https://t.co/2q6r5wga7j,0,user1084084951996's video! #tiktok  #mahsaamini #mahsa_amini #iranprotests #iranianwomenlivesmatter #iranianlivesmatter #vpn #iranrevolution22 #remembertheirnames #dontbeafraid,check out user1084084951996's video! tiktok mahsaamini mahsa amini iranprotests iranianwomenlivesmatter iranianlivesmatter vpn iranrevolution22 remembertheirnames dontbeafraid womenlifefreedom https//t.co/2q6r5wga7j,check video tiktok mahsaamini mahsa amini iranprotests iranianwomenlivesmatter iranianlivesmatter vpn remembertheirnames dontbeafraid womenlifefreedom
1573923682468397057,even though meta censored #iranprotests and the government blocked the internet #mahsaamini has reached more than 70m on\ntwitter and everyone are talking about her. \nwe are all together.\n#mahsaamini #oshnavieh #opiran #اشنویه,1,blocked the internet #mahsaamini has reached more than 70m on\ntwitter,even though meta censored iranprotests and the government blocked the internet mahsaamini has reached more than 70m on twitter and everyone are talking about her. we are all together. mahsaamini oshnavieh opiran اشنویه,even though meta censor iranprotests government block internet mahsaamini reach twitter everyone talk together mahsaamini oshnavieh opiran اشنویه
1587885471484575748,"while demonstrations continue tonight inside the kurdish city of bokan, people have blocked some of the main roads to the city to prevent the terrorist forces of iranian regime to bring in new reinforcement to the city. #twitterkurds #rojhelat #iran #jinaamini #kurdistanprotests https://t.co/1bd0qelhk6",0,blocked some of the main roads to the city to prevent the terrorist forces of iranian regime to bring in new reinforcement to the city. #twitter,"while demonstrations continue tonight inside the kurdish city of bokan, people have blocked some of the main roads to the city to prevent the terrorist forces of iranian regime to bring in new reinforcement to the city. twitterkurds rojhelat iran jinaamini kurdistanprotests https//t.co/1bd0qelhk6",demonstration continue tonight inside kurdish city bokan people block main road city prevent terrorist force iranian regime bring new reinforcement city twitterkurds rojhelat iran jinaamini kurdistanprotests
1595112827727249408,"dear @twittersupport \nthis days that iranians are protesting against ir regime,we try to share and show what’s going on here,the islamic republic cyber agents try reports our activist accounts,and you did suspend them,\nplease unlock our activist account:\n@erenrumbling21\n#opiran https://t.co/khc994t9xi",1,"twittersupport \nthis days that iranians are protesting against ir regime,we try to share and show what’s going on here,the islamic republic cyber agents try report","dear this days that iranians are protesting against ir regime,we try to share and show what’s going on here,the islamic republic cyber agents try reports our activist accounts,and you did suspend them, please unlock our activist account opiran https//t.co/khc994t9xi",dear day iranian protest ir regime try share show go islamic republic cyber agent try report activist account suspend please unlock activist account opiran
1572952126262755328,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n\n705,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove,lots of the iranian accounts(start with +98) do not work properly even from abroad. lots of the posts related to the current protests in iran are removed on shame on you opiran مهسا امینی be our voice when they silenced us say her name 705,lot iranian account start work properly even abroad lot post relate current protest iran remove shame opiran مهسا امینی voice silence u say name
1594059703239122944,"the kurdistan regional government (krg) has refuted reports claiming weapons were being smuggled from the kurdistan region to the kurdish opposition parties in iran, an official statement said on saturday.\n\n#iran #krg #mahsaami̇ni̇ #twitterkurds \nhttps://t.co/8oi6vta0kf",0,"reports claiming weapons were being smuggled from the kurdistan region to the kurdish opposition parties in iran, an official statement said on saturday.\n\n#iran #krg #mahsaami̇ni̇ #twitter","the kurdistan regional government (krg) has refuted reports claiming weapons were being smuggled from the kurdistan region to the kurdish opposition parties in iran, an official statement said on saturday. iran krg mahsaami̇ni̇ twitterkurds https//t.co/8oi6vta0kf",kurdistan regional government krg refute report claim weapon smuggle kurdistan region kurdish opposition party iran official statement say saturday iran krg twitterkurds
1588932365208150016,"👇🏻کپی\nhello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی https://t.co/gvbujdxinh",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend","کپی hello mercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text اعدام کنید please permanently suspend accounts that use this hashtag for violating twitter rules. thank you mahsaamini مهسا امینی https//t.co/gvbujdxinh",کپی hello mercenary terrorist islamic republic trend hashtag execute follow farsi text اعدام کنید please permanently suspend account use hashtag violate twitter rule thank mahsaamini مهسا امینی
1600524145460232192,new: iran is blocking the bank accounts of women who refuse to wear a hijab \n\n🇮🇷 needs #bitcoin \n\n#iran #btc #freedom #decentralization,0,blocking the bank account,new iran is blocking the bank accounts of women who refuse to wear a hijab needs bitcoin iran btc freedom decentralization,new iran block bank account woman refuse wear hijab need bitcoin iran btc freedom decentralization
1588860525382840320,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend","hello mercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text اعدام کنید please permanently suspend accounts that use this hashtag for violating twitter rules. thank you mahsaamini مهسا امینی",hello mercenary terrorist islamic republic trend hashtag execute follow farsi text اعدام کنید please permanently suspend account use hashtag violate twitter rule thank mahsaamini مهسا امینی
1573492421471703040,many internet users in #iranيران🇮🇷 faced several difficulties communicating via platforms on wednesday evening while several sources reported that authorities had imposed restrictions on the... 2022/09/24 02:00\n@justinbieber\n#مهسا_امینی #mahsaamini #opiran,0,users in #iranيران🇮🇷 faced several difficulties communicating via platforms on wednesday evening while several sources report,many internet users in iranيران faced several difficulties communicating via platforms on wednesday evening while several sources reported that authorities had imposed restrictions on the... 2022/09/24 0200 مهسا امینی mahsaamini opiran,many internet user iranيران face several difficulty communicate via platform wednesday even several source report authority impose restriction مهسا امینی mahsaamini opiran
1586081379611471872,"iranian authorities ban the internet on people and filter out all the social media platforms; however, they themselves have twitter accounts and post regularly. how is it possible? shouldn’t be rules to restrict access to well-known murders and hypocrites?\n@elonmusk #مهسا_امینی",1," ban the internet on people and filter out all the social media platforms; however, they themselves have twitter","iranian authorities ban the internet on people and filter out all the social media platforms; however, they themselves have twitter accounts and post regularly. how is it possible? shouldn’t be rules to restrict access to well-known murders and hypocrites? مهسا امینی",iranian authority ban internet people filter social medium platform however twitter account post regularly possible rule restrict access murder hypocrite مهسا امینی
1581376521402400769,"international community should be alarmed as the brutal government is killing #iranians with impunity &amp; accountability. there are reports of very dangerous situations in #evin prison, some of the best of this nation are imprisoned in this prison. please help #iranians #mahsaamini",0,accountability. there are report,"international community should be alarmed as the brutal government is killing iranians with impunity &amp; accountability. there are reports of very dangerous situations in evin prison, some of the best of this nation are imprisoned in this prison. please help iranians mahsaamini",international community alarm brutal government kill iranian impunity amp accountability report dangerous situation evin prison best nation imprison prison please help iranian mahsaamini
1571449905280860160,"@twittersupport @twitter remove ""khamenei_ir""not iranian accounts.  the photos are harmful,shocking, bloody,or includes sensitive content due to what's happening in iran.don't ignore the truth. \n#mahsa_amini #مهسا_امینی #مهسا_امینی_را_کشتند\n#پارسا_صحت\n#کیان_درخشان\n@twittermoments https://t.co/sboc0yra0s",1,twittersupport @twitter remove,"remove ""khamenei ir""not iranian accounts. the photos are harmful,shocking, bloody,or includes sensitive content due to what's happening in iran.don't ignore the truth. mahsa amini مهسا امینی مهسا امینی را کشتند پارسا صحت کیان درخشان https//t.co/sboc0yra0s",remove khamenei ir iranian account photo harmful shock bloody include sensitive content due happen ignore truth mahsa amini مهسا امینی مهسا امینی را کشتند پارسا صحت کیان درخشان
1594610918599626754,🇮🇱🇷🇺🇮🇷 the alliance between #russia and #iran is designed to accumulate its capabilities in achieving the goal - to put the western countries in the status of losers. this is reported by the israeli newspaper @jerusalem_post post. 1/2 \n#usa #european #asia #israel #putin https://t.co/u8c66xbu9a,0,reported by the israeli newspaper @jerusalem_post,the alliance between russia and iran is designed to accumulate its capabilities in achieving the goal - to put the western countries in the status of losers. this is reported by the israeli newspaper post post. 1/2 usa european asia israel putin https//t.co/u8c66xbu9a,alliance russia iran design accumulate capability achieve goal put western country status loser report israeli newspaper post post usa european asia israel putin
1614158604566921219,"iran on saturday executed former top defence official and dual british national alireza akbari, who was accused of spying for uk intelligence, the judiciary reported. #bangkokpost #world #iran https://t.co/eweacsuux6",0,reported. #bangkokpost,"iran on saturday executed former top defence official and dual british national alireza akbari, who was accused of spying for uk intelligence, the judiciary reported. bangkokpost world iran https//t.co/eweacsuux6",iran saturday execute former top defence official dual british national alireza akbari accuse spy uk intelligence judiciary report bangkokpost world iran
1599453370602819585,new:🔷@ankr said their team is working 24/7 to compensate all the affected users on their recent #abnbc hack.\n\n#coinzone #crypto #blockchain #ankr #bnb #hay #defi #dao #nft #nfts #cryptonews #cryptocurrency #web3 #nftcommunity #cryptocrash #bearmarket #alts #hack #losses #dyor 👇 https://t.co/o1lmm2f4sw,0,users on their recent #abnbc hack.\n\n#coinzone #crypto #block,new said their team is working 24/7 to compensate all the affected users on their recent abnbc hack. coinzone crypto blockchain ankr bnb hay defi dao nft nfts cryptonews cryptocurrency web3 nftcommunity cryptocrash bearmarket alts hack losses dyor https//t.co/o1lmm2f4sw,new say team work compensate affected user recent abnbc hack coinzone crypto blockchain ankr bnb hay defi dao nft nfts cryptonews cryptocurrency nftcommunity cryptocrash bearmarket alt hack loss dyor
1573006414498381825,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n978,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove,lots of the iranian accounts(start with +98) do not work properly even from abroad. lots of the posts related to the current protests in iran are removed on shame on you opiran مهسا امینی be our voice when they silenced us say her name 978,lot iranian account start work properly even abroad lot post relate current protest iran remove shame opiran مهسا امینی voice silence u say name
1598323267055624194,"clip report from source: #sanandaj \nfollowing irgc directive to oppress any discontent and abduct(arrest)identified activists,khamenei's irgc command is sending forces to aid the wrecked forces in kurdistan\nthe vans you see are transferring new forces\n\n #iranrevoiution2022 #iran https://t.co/k3wja8ejxp",0,report from source: #sanandaj \nfollowing irgc directive to oppress any discontent,"clip report from source sanandaj following irgc directive to oppress any discontent and abduct(arrest)identified activists,khamenei's irgc command is sending forces to aid the wrecked forces in kurdistan the vans you see are transferring new forces iranrevoiution2022 iran https//t.co/k3wja8ejxp",clip report source sanandaj follow irgc directive oppress discontent abduct arrest identify activist khamenei irgc command send force aid wrecked force kurdistan van see transfer new force iran
1588922592483606529,terrorists in iran are using twitter to find and execute protestors. \n@elonmusk @twitter \nthey are using the hashtag”اعدام_کنید” literally meaning execute them.\nis there any way to flag and suspend accounts that use this hashtag? it will save countless lives \n#opiran\n#مهسا_امینی https://t.co/48fifdzbi1,1,twitter to find and execute protestors. \n@elonmusk @twitter \nthey are using the hashtag”اعدام_کنید” literally meaning execute them.\nis there any way to flag and suspend,terrorists in iran are using twitter to find and execute protestors. they are using the hashtag”اعدام کنید” literally meaning execute them. is there any way to flag and suspend accounts that use this hashtag? it will save countless lives opiran مهسا امینی https//t.co/48fifdzbi1,terrorist iran use twitter find execute protestors use hashtag اعدام کنید literally mean execute way flag suspend account use hashtag save countless life opiran مهسا امینی
1572982806061326336,"#funfact: if you’re on #android  you can now add special permissions to #speedify and #bypass any app on your phone so their traffic could go around the #vpn! this helps you access your local content, shop online, do online banking &amp; other things that often block vpn use! https://t.co/laul3dwjed",0,"content, shop online, do online banking &amp; other things that often block","funfact if you’re on android you can now add special permissions to speedify and bypass any app on your phone so their traffic could go around the vpn! this helps you access your local content, shop online, do online banking &amp; other things that often block vpn use! https//t.co/laul3dwjed",funfact android add special permission speedify bypass app phone traffic could go around vpn help access local content shop online online banking amp thing often block vpn use
1614830024103759873,"inbox us, if you need our hacking services.\nwe are available 24/7\ninbox and smile again\n#hacked #facebookdown #whatspp #hackedinstagram #twitterdown  #lockedaccount #metamask #ransomware #bnb hat #hack #suspended",1,twitterdown  #lockedaccount #metamask #ransomware #bnb hat #hack #suspend,"inbox us, if you need our hacking services. we are available 24/7 inbox and smile again hacked facebookdown whatspp hackedinstagram twitterdown lockedaccount metamask ransomware bnb hat hack suspended",inbox u need hacking service available inbox smile hack facebookdown whatspp hackedinstagram twitterdown lockedaccount metamask ransomware bnb hat hack suspend
1597370020782567426,.@uclacmed has deleted the tweet announcing the cancellation of the event.\ni wonder why?\ndid they get harassed by @negarmortazavi and @niacouncil ?\n\n#iranrevolution\n#mahsa_amini https://t.co/8cg3mlkbnl https://t.co/xli0qzdc72,1,deleted the tweet,. has deleted the tweet announcing the cancellation of the event. i wonder why? did they get harassed by and ? iranrevolution mahsa amini https//t.co/8cg3mlkbnl https//t.co/xli0qzdc72,delete tweet announce cancellation event wonder get harass iranrevolution mahsa amini
