id	text_lower	label	matched_word
1.5729E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n83	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.60853E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #iranrevolution"	1	twitter has block
1.57147E+18	ihg hack: 'vindictive' couple deleted hotel chain data for fun\n\n#databreach #cybersecurity #cybercrime #privacy #cyberattack #datasecurity #malware #hack #ihg #data #ai #hotel #fun #couple #chain  #shoebhakim #breach #sqlattack : lawhak ai https://t.co/ltkdrrfuos	0	delete
1.60852E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way #iranrevolution"	1	twitter has block
1.61102E+18	"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution"	0	blocks the data disruption is at its highest and mobile internet has been cut off for many user
1.5951E+18	to #hack or recover your account dm now\n#algorithms #wearables #health #datascience #python #cloud #ai #flutter #serverless #gmail #snapchat  #blockchain #bigdata #rstats #100daysofcode #iot #startup #data #analytics #automation #digitalhealth #instagram  #cybersecurity #robotic https://t.co/bqdvyoaebs	1	account dm now\n#algorithms #wearables #health #datascience #python #cloud #ai #flutter #serverless #gmail #snapchat  #block
1.59115E+18	"dear @elonmusk during you don't pay attention to the voice of protestors in iran... we are in danger of the death by our activity in twitter, and a lot of fake accounts such as the tagged picture are supporting @khamenei_ir's activity in twitter! ban it\n#mahsaamini\nاشتراک لازم.. https://t.co/o64futlncp"	1	"twitter, and a lot of fake accounts such as the tagged picture are supporting @khamenei_ir's activity in twitter! ban "
1.59005E+18	"dear @twitter and @elonmusk, you have suspended two of the most useful and best twitter accounts in iran, which play a major role in the iranian revolution. this is wrong and please fix the account of these two people:\n@jupiter_rad_2 \n@iam_papillonnnn\n\n#مهسا_امینی\n#mahsaamini"	1	"twitter and @elonmusk, you have suspend"
1.58278E+18	"“i have never asked anyone to retweet a tweet, but this thread is very important to me.\nin the image below we see a member of the ministry of intelligence and head interrogator of @hosseinronaghi. the person who had decided to physically remove hossein/1”\n\n#mahsaamini https://t.co/d2ytu1vhid"	1	"tweet a tweet, but this thread is very important to me.\nin the image below we see a member of the ministry of intelligence and head interrogator of @hosseinronaghi. the person who had decided to physically remove"
1.58119E+18	check out user1084084951996's video! #tiktok  #mahsaamini #mahsa_amini #iranprotests #iranianwomenlivesmatter #iranianlivesmatter #vpn #iranrevolution22 #remembertheirnames #dontbeafraid #womenlifefreedom https://t.co/2q6r5wga7j	0	user1084084951996's video! #tiktok  #mahsaamini #mahsa_amini #iranprotests #iranianwomenlivesmatter #iranianlivesmatter #vpn #iranrevolution22 #remembertheirnames #dontbeafraid
1.57392E+18	even though meta censored #iranprotests and the government blocked the internet #mahsaamini has reached more than 70m on\ntwitter and everyone are talking about her. \nwe are all together.\n#mahsaamini #oshnavieh #opiran #اشنویه	1	blocked the internet #mahsaamini has reached more than 70m on\ntwitter
1.58789E+18	"while demonstrations continue tonight inside the kurdish city of bokan, people have blocked some of the main roads to the city to prevent the terrorist forces of iranian regime to bring in new reinforcement to the city. #twitterkurds #rojhelat #iran #jinaamini #kurdistanprotests https://t.co/1bd0qelhk6"	0	blocked some of the main roads to the city to prevent the terrorist forces of iranian regime to bring in new reinforcement to the city. #twitter
1.59511E+18	"dear @twittersupport \nthis days that iranians are protesting against ir regime,we try to share and show what’s going on here,the islamic republic cyber agents try reports our activist accounts,and you did suspend them,\nplease unlock our activist account:\n@erenrumbling21\n#opiran https://t.co/khc994t9xi"	1	"twittersupport \nthis days that iranians are protesting against ir regime,we try to share and show what’s going on here,the islamic republic cyber agents try report"
1.57295E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n\n705	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.59406E+18	"the kurdistan regional government (krg) has refuted reports claiming weapons were being smuggled from the kurdistan region to the kurdish opposition parties in iran, an official statement said on saturday.\n\n#iran #krg #mahsaami̇ni̇ #twitterkurds \nhttps://t.co/8oi6vta0kf"	0	"reports claiming weapons were being smuggled from the kurdistan region to the kurdish opposition parties in iran, an official statement said on saturday.\n\n#iran #krg #mahsaami̇ni̇ #twitter"
1.58893E+18	"👇🏻کپی\nhello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی https://t.co/gvbujdxinh"	1	"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend"
1.60052E+18	new: iran is blocking the bank accounts of women who refuse to wear a hijab \n\n🇮🇷 needs #bitcoin \n\n#iran #btc #freedom #decentralization	0	blocking the bank account
1.58886E+18	"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی"	1	"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend"
1.57349E+18	many internet users in #iranيران🇮🇷 faced several difficulties communicating via platforms on wednesday evening while several sources reported that authorities had imposed restrictions on the... 2022/09/24 02:00\n@justinbieber\n#مهسا_امینی #mahsaamini #opiran	0	users in #iranيران🇮🇷 faced several difficulties communicating via platforms on wednesday evening while several sources report
1.58608E+18	"iranian authorities ban the internet on people and filter out all the social media platforms; however, they themselves have twitter accounts and post regularly. how is it possible? shouldn’t be rules to restrict access to well-known murders and hypocrites?\n@elonmusk #مهسا_امینی"	1	" ban the internet on people and filter out all the social media platforms; however, they themselves have twitter"
1.58138E+18	"international community should be alarmed as the brutal government is killing #iranians with impunity &amp; accountability. there are reports of very dangerous situations in #evin prison, some of the best of this nation are imprisoned in this prison. please help #iranians #mahsaamini"	0	accountability. there are report
1.57145E+18	"@twittersupport @twitter remove ""khamenei_ir""not iranian accounts.  the photos are harmful,shocking, bloody,or includes sensitive content due to what's happening in iran.don't ignore the truth. \n#mahsa_amini #مهسا_امینی #مهسا_امینی_را_کشتند\n#پارسا_صحت\n#کیان_درخشان\n@twittermoments https://t.co/sboc0yra0s"	1	twittersupport @twitter remove
1.59461E+18	🇮🇱🇷🇺🇮🇷 the alliance between #russia and #iran is designed to accumulate its capabilities in achieving the goal - to put the western countries in the status of losers. this is reported by the israeli newspaper @jerusalem_post post. 1/2 \n#usa #european #asia #israel #putin https://t.co/u8c66xbu9a	0	reported by the israeli newspaper @jerusalem_post
1.61416E+18	"iran on saturday executed former top defence official and dual british national alireza akbari, who was accused of spying for uk intelligence, the judiciary reported. #bangkokpost #world #iran https://t.co/eweacsuux6"	0	reported. #bangkokpost
1.59945E+18	new:🔷@ankr said their team is working 24/7 to compensate all the affected users on their recent #abnbc hack.\n\n#coinzone #crypto #blockchain #ankr #bnb #hay #defi #dao #nft #nfts #cryptonews #cryptocurrency #web3 #nftcommunity #cryptocrash #bearmarket #alts #hack #losses #dyor 👇 https://t.co/o1lmm2f4sw	0	users on their recent #abnbc hack.\n\n#coinzone #crypto #block
1.57301E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n978	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.59832E+18	"clip report from source: #sanandaj \nfollowing irgc directive to oppress any discontent and abduct(arrest)identified activists,khamenei's irgc command is sending forces to aid the wrecked forces in kurdistan\nthe vans you see are transferring new forces\n\n #iranrevoiution2022 #iran https://t.co/k3wja8ejxp"	0	report from source: #sanandaj \nfollowing irgc directive to oppress any discontent
1.58892E+18	terrorists in iran are using twitter to find and execute protestors. \n@elonmusk @twitter \nthey are using the hashtag”اعدام_کنید” literally meaning execute them.\nis there any way to flag and suspend accounts that use this hashtag? it will save countless lives \n#opiran\n#مهسا_امینی https://t.co/48fifdzbi1	1	twitter to find and execute protestors. \n@elonmusk @twitter \nthey are using the hashtag”اعدام_کنید” literally meaning execute them.\nis there any way to flag and suspend
1.57298E+18	"#funfact: if you’re on #android  you can now add special permissions to #speedify and #bypass any app on your phone so their traffic could go around the #vpn! this helps you access your local content, shop online, do online banking &amp; other things that often block vpn use! https://t.co/laul3dwjed"	0	"content, shop online, do online banking &amp; other things that often block"
1.61483E+18	"inbox us, if you need our hacking services.\nwe are available 24/7\ninbox and smile again\n#hacked #facebookdown #whatspp #hackedinstagram #twitterdown  #lockedaccount #metamask #ransomware #bnb hat #hack #suspended"	1	twitterdown  #lockedaccount #metamask #ransomware #bnb hat #hack #suspend
1.59737E+18	.@uclacmed has deleted the tweet announcing the cancellation of the event.\ni wonder why?\ndid they get harassed by @negarmortazavi and @niacouncil ?\n\n#iranrevolution\n#mahsa_amini https://t.co/8cg3mlkbnl https://t.co/xli0qzdc72	1	deleted the tweet
1.57301E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n952	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.58235E+18	"🔴 breaking: @iranwireenglish is reporting that iranian climbing champion elnaz rekabi is being taken to evin prison upon arrival, which means her ig post was posted under pressure by iranian officials.  \n\nthis is just sickening. #mahsaamini \nhttps://t.co/drdttqguar https://t.co/h3cqmbo0sw"	1	"reporting that iranian climbing champion elnaz rekabi is being taken to evin prison upon arrival, which means her ig post"
1.61279E+18	dear @twittersupport  please revoke the @jupiter_rad_2 account. this account is leading #iranrevolution and #irgcterrorists cyber army is reporting the account falsely to you. please open it.	1	twittersupport  please revoke the @jupiter_rad_2 account. this account is leading #iranrevolution and #irgcterrorists cyber army is report
1.61061E+18	"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution"	0	blocks the data disruption is at its highest and mobile internet has been cut off for many user
1.57376E+18	"shame shame shame @finkd @meta @instagram for censorship of iranian women freedom movement. you have their blood on your hands by removing stories, blocking reporting accounts\n#mahsaamini \n#mahsaaminii \n#mahsa_amini https://t.co/l07br5fzx5"	1	blocking reporting account
1.59949E+18	gashte irshad has not been deleted.  this is a repressive ploy to drive a wedge between the middle class and the revolutionary uprising and reduce international support for it.don't forget that the next three days. \n\n #mehsa_amini	1	delete
1.58885E+18	"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی"	1	"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend"
1.57296E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n884	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.6085E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way. #iranrevolution"	1	twitter has block
1.57148E+18	i delete my information because in iran they find objectors ...\n#mahsa_amini #mahsaamini \n#مهسا_امینی	1	delete
1.57292E+18	"what my people do when their friends/ family are arrested: they block and report their social media account hoping that ir loses every chance to get information against that person.\n\nplease retweet, block and report @bardiashakouri, hopefully we can save him.\n\n#mahsaamini https://t.co/rpoutjv2zu"	1	block and report their social media account
1.61563E+18	"which of your social networks was hacked, blocked or disabled?  have you tried contacting their support and it didn't work?  i can unlock and recover all these accounts, just send me a message.\n#hack #hacking #send #ethicalhacking #cybersecurity #message #service \n#database"	1	blocked or disabled?  have you tried contacting their support and it didn't work?  i can unlock and recover all these account
1.58789E+18	"we are once again asking @elonmusk @meta @twitter @instagram to remove the commander of #irgc, a terrorist military which has plotted and performed terrorist attacks in the us, and has restricted access of 84 million people from your platforms.\n#deplatformterrorists #mahsaamini https://t.co/dahbybk1mg https://t.co/hl4sg5ufbx"	1	twitter @instagram to remove
1.60626E+18	"if you need help with recovering any hacked or suspended  account, mails, tiktok, snapchat, instagram etc..\n#instagram #account #needhelp #suspendaccount #help #mail #tiktok #snapchat #hack #suspended"	1	suspended  account
1.58195E+18	"was just thinking about this account the other, day, has to be responsible for some of the most egregious big #anonymous follower count drama over the years, allegedly kidnapped, doxing random people, trying to feud with celebrities, allegedly getting murdered, just chaos. https://t.co/llnelu1nmc"	1	"account the other, day, has to be responsible for some of the most egregious big #anonymous follower count drama over the years, allegedly kidnapped, dox"
1.58923E+18	"hi @elonmusk\na group of iranian regime supporters are using a hashtag and asking the government to kill the protesters\n""اعدام_کنید"" is the hashtag\nthis goes against human rights and @twitter community guidelines so we ask you to suspend their accounts\n@twittersupport\n#مهسا_امینی"	1	twitter community guidelines so we ask you to suspend
1.61658E+18	"inbox us, if you need our hacking services.\nwe are available 24/7\ninbox and smile again\n#hacked #facebookdown #whatspp #hackedinstagram #twitterdown  #lockedaccount #metamask #ransomware #bnb hat #hack #suspended"	1	twitterdown  #lockedaccount #metamask #ransomware #bnb hat #hack #suspend
1.60339E+18	"🚧 moderate internet #outage ongoing: #starlink in #alberta #canada since 1:15 am for 6 hours, impacting #calgary\n\n🇨🇦 live map and analysis\n👉 https://t.co/nqywbjgxmm\n\nretweet if still down for you as well\n#starlinkdown #starlinkoutage #nointernet #earlymorning"	0	"moderate internet #outage ongoing: #starlink in #alberta #canada since 1:15 am for 6 hours, impacting #calgary\n\n🇨🇦 live map and analysis\n👉 https://t.co/nqywbjgxmm\n\nretweet"
1.57296E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n\n820	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.61076E+18	"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion\n\n#iranrevolution\n//"	0	blocks the data disruption is at its highest and mobile internet has been cut off for many user
1.59061E+18	please ban all khameni's accounts\n#مهسا_امینی \n#opiran https://t.co/nzfuee3ilp	1	 ban all khameni's account
1.5856E+18	"#الناز_رکابی #alnazrakabi the rock climber of iran who appeared in the finals of asian championship without hijab #حجاب_اجباری published a story yesterday on the 40th day  #مهسا_امینی death. the story was deleted from her instagram &amp; now, there are concerns about the her life. https://t.co/lnxcxf3cex https://t.co/wv9qigty29"	1	delete
1.58E+18	"blockchain security agency #ottersec previously tweeted that #mango had a potential loss of $100 million, and the attacker temporarily increased the value of the collateral, then take out a large loan from the mango treasury.\n\n#hack #attack #solana #dex\n\n#negative https://t.co/p3jadzsauz"	0	blockchain security agency #ottersec previously tweet
1.58635E+18	"according to reports #google maps, translate, firebase and apis have been blocked inside #iran. this comes following friday's reports of google play store being blocked as ""play protect"" blocked the iranian messaging app rubika due to user security risks. #فیلترنت #keepiton https://t.co/xthjbjkb2n"	1	"reports #google maps, translate, firebase and apis have been blocked inside #iran. this comes following friday's reports of google play store being blocked as ""play protect"" blocked the iranian messaging app rubika due to user"
1.57385E+18	damn you @twitter don’t delete my likes and retweets. \n\n#مهسا_اميني #opiran	1	twitter don’t delete
1.60957E+18	as witnesses reported: political prisoner #fatemehsepehri 's health is in danger. she has high blood pressure and is stuttering due to the torture and harassment of the prison officers. she is denied medical attention. be her voice.\n#mahsaamini https://t.co/kel1n3nebb	0	harassment
1.59697E+18	"(the ny times):#iran #calls for u.s. to be expelled from world cup : u.s. soccer angered iran by posting a doctored iran flag on social media. the americans said the decision was intentional, but later deleted the posts. .. https://t.co/dyhilijxax"	1	"posting a doctored iran flag on social media. the americans said the decision was intentional, but later delete"
1.58895E+18	"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی"	1	"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend"
1.58281E+18	"ریپورت اسنپ\n#مهسا_امینی\nsnapp helps the lr regime in the protests of the iranian people and gives the information of its customers such as name, location, order information to the police to arrest them. may we ask you to delete this application to save the lives of iranian people https://t.co/movmtxn8kn"	1	delete
1.58177E+18	shame on @twitter and @instagram that haven't blocked the islamic republic governors' accounts yet!  they are terrorists! they have been killing people. they shut down the internet to not let iranians' voice to be heard! \n#mahsaamini \n#nika_shakarami \n#مهساامینی	1	twitter and @instagram that haven't block
1.58609E+18	great steps by the us to sanction iran. @twitter under musk should follow suit and ban the iranian gov't from using social media while they suppress it themselves.\n\n#iranrevolution2022 #musktwitter https://t.co/o8jxsg51p1	1	twitter under musk should follow suit and ban 
1.58999E+18	"now it’s time for @twitter to remove the man who has banned 83 million iranians from twitter, bans us &amp; european coronavirus vaccines and ordered the crackdown that killed 1,500 protesters. remove @khamenei_fa  now khamenei's a murderer\n#mahsa_amini \n#iranrevolution2022 https://t.co/5iakypxd0r"	1	twitter to remove
1.57352E+18	for all the harassment and raps that happened in workplace. for all those who fell victim to rape and were told it was their fault.\n#opiran #mahsaamini #مهسا_امینی #iranprotests2022 https://t.co/yy6ldrnfsn	0	harassment
1.57261E+18	"i made a video on tiktok talking about #mahsaamini - i posted it an hour ago and it’s got 0 views? i don’t believe that people aren’t interested in hearing about it, so i get the feeling it’s being blocked 🙃"	1	"posted it an hour ago and it’s got 0 views? i don’t believe that people aren’t interested in hearing about it, so i get the feeling it’s being block"
1.57313E+18	there are reports of disruption in #whatsapp for iranians outside iran who had an account under their iranian number. @meta must give the reason as to why this is happening. \n\n#opiran \n#مهسا_امینی \n#iranprotests https://t.co/7wlkeqimob	1	reports of disruption in #whatsapp for iranians outside iran who had an account
1.58275E+18	content analysis:\nthis article scores 76/100. the complete report can be viewed here: https://t.co/4bijplgire\n(i'm a bot)\n\n#friends #mahsaamini https://t.co/kxqpu1ntck	0	content analysis:\nthis article scores 76/100. the complete report
1.60858E+18	"despite difficult conditions in iran and ukraine, twitter has blocked the prefixes of these two countries, which makes them unable to access many of the features available on twitter. let the people from every country speak without putting obstacles on the way.\n#iranrevolution"	1	twitter has block
1.57356E+18	"it is not just the harassment of women. they also harass men, teachers, professors, and researchers so that everyone is forced to emigrate. they want to destroy iran. we do not allow\n#mahsaamini https://t.co/v9nttw2kn8"	0	harassment
1.59469E+18	"hey @elonmusk i am sorry for your loss💔, i sincerely urge you to be the man of your words and suspend iran's supreme leader twitter account.\n#کیان_پیرفلک\n#مهسا_امینی\n#سارینا_اسماعیل_زاده\n#بهاءالدین_ویسی\n#قادر_شوکری https://t.co/7medz9fd01 https://t.co/ovclixoyeg"	1	suspend iran's supreme leader twitter
1.57719E+18	hey @bbcbreaking @cnn @washingtonpost @nytimes the expectation is that you continue to report on what is going on in iran and don’t be a unsatisfactory one night stand. #change #iranprotests #iranrevolution2022 #genocide #getthemessage	0	post @nytimes the expectation is that you continue to report
1.57294E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n549	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.57291E+18	lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n284	1	accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1.59864E+18	"#breaking \n\nunidentified drone airstrikes target asos mountain in sulaymaniyah province, with preliminary reports indicate that a few people were injured, kamaran hassan, head of local administration in mawat, told basnews.\n\n#kurdistan #twitterkurds https://t.co/wi77iliovl"	0	"reports indicate that a few people were injured, kamaran hassan, head of local administration in mawat, told basnews.\n\n#kurdistan #twitter"
1.58891E+18	"hello @twittersupport\nmercenaries of the terrorist\nislamic republic are trending the hashtag\n""execute"" with the\nfollowing farsi text: اعدام کنید\nplease permanently suspend\naccounts that use this hashtag\nfor violating twitter rules.\nthank you🤍\n#mahsaamini\n#مهسا_امینی"	1	"twittersupport\nmercenaries of the terrorist\nislamic republic are trending the hashtag\n""execute"" with the\nfollowing farsi text: اعدام کنید\nplease permanently suspend"
1.60494E+18	"the islamic state (is) on monday carried a new attack in the iraqi province of diyala where nearly 15 people were either killed or wounded, reported said.\n\n#iraq #kurdistan #twitterkurds #isis \nhttps://t.co/2ovsiswkan"	0	reported said.\n\n#iraq #kurdistan #twitter
1.58554E+18	are you oky?? @twittersupport @twitter\ni'm not sure.\nwtf suspended account @black_reward \nthis account stands against the oppression of the dirty government of iran and you...\nreturn the account to its owners\n#مهسا_امینی	1	twittersupport @twitter\ni'm not sure.\nwtf suspend
1.59676E+18	to #hack or recover your account dm now\n#algorithms #wearables #health #datascience #python #cloud #ai #flutter #serverless #gmail #snapchat  #blockchain #bigdata #rstats #100daysofcode #iot #startup #data #analytics #automation #digitalhealth #instagram  #cybersecurity #robotic https://t.co/xca1xym7yf	1	account dm now\n#algorithms #wearables #health #datascience #python #cloud #ai #flutter #serverless #gmail #snapchat  #block
1.59479E+18	iranians are getting killed like this. report it if you are humans.\n\n@abc\n@ajenglish\n@alarabia\n@bbcworld\n@cbsnews\n@cnn\n@dwnews\n@foxnews\n@msnbc\n@nytimes\n@reuters\n@skynews\n@washingtonpost\n@wsj\n\n#mahsaamini https://t.co/vbloqdjscn	0	report it if you are humans.\n\n@abc\n@ajenglish\n@alarabia\n@bbcworld\n@cbsnews\n@cnn\n@dwnews\n@foxnews\n@msnbc\n@nytimes\n@reuters\n@skynews\n@washingtonpost
